business.rating,business.review_count,business.is_claimed,business.name,business.categories,business.is_closed,business.location.city,business.location.neighborhoods,business.location.postal_code
4,83,TRUE,Hoshi-YA,Japanese;Sushi Bars;Asian Fusion,FALSE,Brighton,,2135
4,319,TRUE,The Haven,Gastropubs;Scottish;Fish & Chips,FALSE,Jamaica Plain,Jamaica Plain,2130
4,99,FALSE,Egg Puffs,Desserts;Chinese,FALSE,Boston,Chinatown,2111
4,358,FALSE,Kaze Shabu Shabu,Japanese,FALSE,Boston,Chinatown,2111
4.5,57,FALSE,Cafe Hemshin,Cafes;Turkish,FALSE,Boston,Downtown,2108
4,188,FALSE,Dino's Cafe,Italian;Delis,FALSE,Boston,North End,2113
4,315,TRUE,Lineage,American (New),FALSE,Brookline,Coolidge Corner,2446
4,473,TRUE,Cambridge Common,American (Traditional);Bars,FALSE,Cambridge,Porter Square,2138
4,607,FALSE,Pomodoro,Italian,FALSE,Boston,North End,2113
4.5,32,FALSE,Cafe Madeleine,Bakeries;Desserts;Cafes,FALSE,Boston,South End,2118
4.5,41,TRUE,La Cascia's Bakery and Deli,Bakeries;Delis;Caterers,FALSE,Medford,,2155
3.5,114,TRUE,Beantown Taqueria,Tex-Mex;Mexican,FALSE,Cambridge,Kendall Square/MIT,2139
3.5,324,FALSE,Yume Wo Katare,Japanese,FALSE,Cambridge,Porter Square,2140
4,144,FALSE,Theo's Cozy Corner,Breakfast & Brunch;Brazilian,FALSE,Boston,North End,2113
3.5,207,FALSE,BonChon,Korean;Barbeque;Chicken Wings,FALSE,Cambridge,Harvard Square,2138
4,106,FALSE,Sabatino's Italian Kitchen,Italian;Pizza;Caterers,FALSE,Arlington,East Arlington,2476
4,183,TRUE,Chicken & Rice Guys - Catering & Food Trucks,Chicken Wings;Food Trucks,FALSE,Boston,Downtown,2116
4,505,TRUE,Shabu-Zen,Japanese;Chinese,FALSE,Boston,Chinatown,2111
4,234,TRUE,West Bridge,Bars;American (New);French,FALSE,Cambridge,Kendall Square/MIT,2141
4,93,FALSE,Habanero Mexican Grill,Mexican,FALSE,Boston,Allston/Brighton,2134
4,222,TRUE,Machu Picchu,Peruvian,FALSE,Somerville,,2143
4,93,TRUE,Tampopo,Japanese,FALSE,Cambridge,Porter Square,2140
4,125,TRUE,Root,Vegan;Vegetarian;Breakfast & Brunch,FALSE,Allston,Allston/Brighton,2134
4,43,FALSE,Corner Cafe,Dive Bars;American (New),FALSE,Boston,North End,2113
4,298,FALSE,The Squealing Pig,Pubs;Breakfast & Brunch;Irish,FALSE,Roxbury Crossing,Mission Hill,2120
4.5,12,TRUE,Cha Cha Cha Taqueria,Mexican,FALSE,Everett,,2149
4,445,FALSE,Bukowski Tavern,Pubs;American (Traditional),FALSE,Boston,Back Bay,2115
4,119,FALSE,Pizza Etc,Pizza,FALSE,Brighton,,2135
4,125,FALSE,Toscano,Italian,FALSE,Cambridge,Harvard Square,2138
4,403,TRUE,Le's Restaurant,Vietnamese,FALSE,Allston,Allston/Brighton,2134
4,458,FALSE,Dok Bua Thai Kitchen,Thai,FALSE,Brookline,,2446
4,81,TRUE,Bottega di Capri,Specialty Food;Italian;Delis,FALSE,Brookline,Brookline Village,2445
4.5,160,TRUE,KO Catering and Pies,Food Stands;Breakfast & Brunch,FALSE,Boston,South Boston,2127
4,455,TRUE,The Gallows,American (New),FALSE,Boston,South End,2118
4,109,FALSE,Maria's Taqueria,Mexican,FALSE,Boston,,2116
4,570,TRUE,Xinh Xinh,Vietnamese;Chinese,FALSE,Boston,Chinatown,2111
4.5,36,FALSE,Tamper,Coffee & Tea;Breakfast & Brunch;Vegetarian,FALSE,Medford,,2155
4,546,FALSE,Panza,Italian,FALSE,Boston,North End,2113
4,180,FALSE,Twin DO-Nuts,Donuts;Breakfast & Brunch,FALSE,Allston,Allston/Brighton,2134
4,242,TRUE,Yoma,Burmese,FALSE,Allston,Allston/Brighton,2134
4,889,TRUE,FuGaKyu Japanese Cuisine,Sushi Bars;Japanese,FALSE,Brookline,Coolidge Corner,2446
4,43,TRUE,The Goods JP,American (Traditional),FALSE,Boston,Jamaica Plain,2130
4,358,TRUE,Andala Coffee House,Coffee & Tea;Middle Eastern;Specialty Food,FALSE,Cambridge,Central Square,2139
4.5,107,FALSE,Taqueria Jalisco,Mexican,FALSE,Boston,East Boston,2128
4,45,TRUE,Beantown Pho & Grill,Vietnamese;Thai;Asian Fusion,FALSE,Boston,Back Bay,2116
4,316,TRUE,The Similans,Thai,FALSE,Cambridge,Kendall Square/MIT;East Cambridge,2142
3.5,343,TRUE,Flat Patties,American (Traditional);Burgers,FALSE,Cambridge,Harvard Square,2138
4,240,TRUE,Fin's Sushi and Grill,Sushi Bars;Japanese,FALSE,Boston,,2215
4,207,TRUE,Puritan & Company,American (New);Cocktail Bars,FALSE,Cambridge,Inman Square,2139
4,200,FALSE,Roxy's Gourmet Grilled Cheese,Sandwiches;Food Trucks,FALSE,Boston,South End,2118
4,147,TRUE,Kitchen,American (New);American (Traditional),FALSE,Boston,South End,2118
4,60,TRUE,Harvard House Of Pizza,Pizza,FALSE,Cambridge,Porter Square,2138
4,487,FALSE,Al Dente Restaurant,Italian;Bakeries,FALSE,Boston,North End,2113
4,81,FALSE,Hidyan Caf̩,Ice Cream & Frozen Yogurt;American (Traditional);Middle Eastern,FALSE,Boston,Fenway,2215
4,140,TRUE,Ebi Sushi Bar,Sushi Bars;Japanese,FALSE,Somerville,,2143
4,807,FALSE,Marliave,French,FALSE,Boston,Downtown,2108
4.5,85,TRUE,Inna's Kitchen,Delis;Cafes;Gluten-Free,FALSE,Newton,,2459
4,271,TRUE,Tip Tap Room,American (New);Bars,FALSE,Boston,Beacon Hill,2114
3.5,165,TRUE,Crazy Dough's Pizza,Pizza;Salad,FALSE,Boston,,2215
4,341,TRUE,Mikes City Diner,Diners,FALSE,Boston,South End,2118
4,201,TRUE,Hana Sushi,Sushi Bars;Japanese,FALSE,Cambridge,North Cambridge,2140
4.5,475,FALSE,Ten Tables,American (New),FALSE,Jamaica Plain,Jamaica Plain,2130
4,65,TRUE,Boston Kabob Company,Middle Eastern;Halal,FALSE,Allston,Allston/Brighton,2134
4,1232,TRUE,Gaslight,Modern European,FALSE,Boston,South End,2118
4,105,TRUE,Fusion Foods,Vietnamese;Thai,FALSE,Chelsea,,2150
4,801,TRUE,Myers & Chang,Asian Fusion;Gluten-Free;Taiwanese,FALSE,Boston,South End,2118
4,116,TRUE,Pita,Mediterranean;Middle Eastern;Food Stands,FALSE,Boston,South End,2118
4,274,TRUE,Rami's,Middle Eastern;Kosher,FALSE,Brookline,Coolidge Corner,2446
4,95,FALSE,Mei Sum,Bakeries;Sandwiches,FALSE,Boston,Chinatown,2111
3.5,432,FALSE,Moody's Falafel Palace,Falafel,FALSE,Cambridge,Central Square,2139
4,126,FALSE,Equal Exchange Caf̩,Coffee & Tea;Sandwiches,FALSE,Boston,North End,2114
4.5,47,TRUE,Karo's BBQ,Food Stands;Street Vendors,FALSE,Boston,Downtown,2110
4,102,TRUE,Falafel King,Middle Eastern;Falafel,FALSE,Boston,Downtown,2108
3.5,81,TRUE,Angelina's Pizzeria,Pizza;Sandwiches,FALSE,Somerville,Teele Square,2144
4.5,625,TRUE,Mike & Patty's,Sandwiches;Breakfast & Brunch,FALSE,Boston,,2116
4.5,422,TRUE,Barcelona Brookline,Tapas/Small Plates,FALSE,Brookline,,2446
3.5,666,TRUE,Sweet Cheeks,Southern;Bars;Barbeque,FALSE,Boston,Fenway,2215
4.5,47,FALSE,Roksana's,Persian/Iranian,FALSE,Watertown,,2472
4.5,18,FALSE,Pastelaria Broadway,Sandwiches,FALSE,Somerville,,2145
4,181,TRUE,Gran Gusto,Italian;Pizza,FALSE,Cambridge,,2140
4,212,TRUE,Vinny's Ristorante,Italian;Sandwiches;Wine Bars,FALSE,Somerville,,2145
4.5,82,TRUE,Ostra,Seafood;Mediterranean,FALSE,Boston,Back Bay,2116
4,186,TRUE,Mr. Dooley's,Irish;Music Venues;Pubs,FALSE,Boston,Financial District,2109
4.5,101,TRUE,Oya Cuban Cafe,Cafes;Cuban,FALSE,Malden,,2148
4.5,40,TRUE,Harvard Faculty Club,Venues & Event Spaces;American (New);Bed & Breakfast,FALSE,Cambridge,Harvard Square,2138
4.5,227,FALSE,Canto 6,Bakeries;Coffee & Tea;Sandwiches,FALSE,Jamaica Plain,Jamaica Plain,2130
4,691,TRUE,Tasca,Spanish;Tapas Bars;Basque,FALSE,Brighton,,2135
4,248,FALSE,Anchovies,Italian,FALSE,Boston,South End,2116
4,317,TRUE,Central Kitchen,American (New),FALSE,Cambridge,Central Square,2139
3.5,1169,TRUE,The Friendly Toast,Breakfast & Brunch,FALSE,Cambridge,Kendall Square/MIT,2139
4,30,FALSE,El Paso,Mexican,FALSE,Everett,,2149
4.5,227,FALSE,Cafe Polonia,Polish;Austrian;Hungarian,FALSE,Boston,South Boston,2127
4,134,FALSE,Pedro's Tacos,Mexican,FALSE,Boston,Downtown,2108
4,411,TRUE,Franklin Caf̩,Lounges;American (New),FALSE,Boston,South End,2118
4,98,TRUE,Dirty Water Dough Company,Pizza,FALSE,Boston,Back Bay,2116
4,282,TRUE,North Street Grille,Breakfast & Brunch;American (New);Burgers,FALSE,Boston,North End,2113
4,554,FALSE,Winsor Dim Sum Caf̩,Dim Sum,FALSE,Boston,Chinatown,2111
4,84,FALSE,Grasshopper Cafe,Sandwiches;Breakfast & Brunch,FALSE,Boston,Charlestown,2129
4,217,TRUE,The Washington Square Tavern,Bars;American (Traditional),FALSE,Brookline,,2445
4,61,TRUE,MJ Ready International Bistro,Thai;Italian;Sandwiches,FALSE,Brookline,Coolidge Corner,2446
4,61,TRUE,Fill-A-Buster,Delis;Salad;Sandwiches,FALSE,Boston,Beacon Hill;Downtown,2108
4,742,TRUE,Cuchi Cuchi,Tapas/Small Plates,FALSE,Cambridge,Kendall Square/MIT,2139
4,173,TRUE,Chutney's,Indian;Fast Food,FALSE,Cambridge,Harvard Square,2138
4,304,TRUE,Ula Caf̩,Coffee & Tea;Sandwiches,FALSE,Jamaica Plain,Jamaica Plain,2130
4,116,TRUE,Crispy Cr̻pes Cafe,Creperies,FALSE,Boston,,2215
4,51,TRUE,Akai Ryu Shabu & Sushi Restaurant,Japanese;Sushi Bars;Hot Pot,FALSE,Cambridge,Porter Square,2140
4.5,34,TRUE,The Courtyard Restaurant,American (New),FALSE,Boston,Back Bay,2116
4,314,TRUE,Tu Y Yo,Mexican,FALSE,Somerville,,2144
4,237,TRUE,Delux Caf̩,Bars;American (Traditional),FALSE,Boston,South End,2116
4,122,FALSE,Orinoco,Latin American,FALSE,Cambridge,Harvard Square,2138
3.5,437,TRUE,The Regal Beagle,Bars;American (New);Breakfast & Brunch,FALSE,Brookline,Coolidge Corner,2446
4,70,TRUE,May's Fusion and Cuisine,Taiwanese,FALSE,Allston,Allston/Brighton,2134
4.5,122,FALSE,My Diner,Diners;Breakfast & Brunch,FALSE,Boston,South Boston,2127
3.5,257,FALSE,Tasty Burger,Burgers;American (Traditional);Bars,FALSE,Cambridge,Harvard Square,2138
4,67,TRUE,Clover,Coffee & Tea;Fast Food,FALSE,Cambridge,Inman Square,2141
4,89,TRUE,State Park,Southern;Comfort Food,FALSE,Cambridge,Kendall Square/MIT,2139
4,187,TRUE,Masala,Indian;Himalayan/Nepalese,FALSE,Somerville,Teele Square,2144
3.5,1312,FALSE,Border Caf̩,Tex-Mex;Cajun/Creole,FALSE,Cambridge,Harvard Square,2138
3.5,166,TRUE,Viva Burrito,Mexican,FALSE,Boston,,2114
4.5,158,TRUE,Lee's Burger Place,Burgers;American (Traditional),FALSE,Newton,,2459
4,223,TRUE,Intermission Tavern,Bars;American (Traditional);Burgers,FALSE,Boston,,2116
4,38,FALSE,Cheeseboy,American (Traditional);Sandwiches,FALSE,Boston,Downtown,2108
4,386,TRUE,Punjab Palace,Indian,FALSE,Allston,Allston/Brighton,2134
4,109,TRUE,Dumpling House,Chinese,FALSE,Cambridge,Central Square,2139
4.5,51,TRUE,Treats On Washington Bakery/cafe,Bakeries;Cafes,FALSE,Brighton,,2135
4,57,TRUE,Seoul,Korean;Sushi Bars;Japanese,FALSE,Boston,Beacon Hill,2114
3.5,206,TRUE,Darwin's Ltd,Sandwiches;Coffee & Tea,FALSE,Cambridge,Harvard Square,2138
5,19,TRUE,Cafe Gigu,Cafes;Wine Bars;Sandwiches,FALSE,Boston,East Boston,2128
4,88,FALSE,Temptations Cafe,Coffee & Tea;Sandwiches,FALSE,Boston,,2115
3.5,71,FALSE,Felcaro Pizzeria,Pizza,FALSE,Boston,Beacon Hill,2114
3.5,133,TRUE,City Slicker Cafe,American (New),FALSE,Somerville,,2143
4.5,26,TRUE,Sami's,Middle Eastern,FALSE,Boston,,2115
3.5,153,TRUE,Azama Grill,Middle Eastern;Halal,FALSE,Allston,Allston/Brighton,2134
4.5,270,FALSE,Taqueria El Amigo,Mexican,FALSE,Waltham,,2453
4,294,TRUE,Darryl's Corner Bar & Kitchen,Bars;Jazz & Blues;Breakfast & Brunch,FALSE,Boston,,2118
4,104,TRUE,Alfredo's Italian Kitchen - South Boston,Italian;Pizza,FALSE,South Boston,South Boston,2127
4,89,TRUE,Boston Kitchen Pizza,Pizza;Italian,FALSE,Boston,Chinatown,2116
4,424,TRUE,Blue Ribbon BBQ,Barbeque,FALSE,Arlington,Arlington Center,2476
4,105,FALSE,Buk Kyung,Korean;Asian Fusion,FALSE,Somerville,,2143
4.5,29,TRUE,O2 Vegan Cafe,Vegan,FALSE,Cambridge,Central Square,2138
4,264,TRUE,Buff's Pub,American (Traditional);Pubs,FALSE,Newton,,2458
4,182,TRUE,Tres Gatos,Tapas Bars;American (New);Wine Bars,FALSE,Jamaica Plain,Jamaica Plain,2130
3.5,86,FALSE,Stone Hearth Pizza,Pizza,FALSE,Allston,Allston/Brighton,2134
4,209,TRUE,Thinking Cup,Coffee & Tea;Sandwiches;Bagels,FALSE,Boston,North End,2113
3.5,457,FALSE,RF O'Sullivans & Son,Burgers,FALSE,Somerville,,2143
4,50,TRUE,Alfredo's Italian Kitchen,Pizza;Italian,FALSE,Somerville,,2145
4,190,TRUE,Sacco's Bowl Haven,Bowling;Pizza,FALSE,Somerville,Davis Square,2144
4,50,TRUE,Scullers Jazz Club,Jazz & Blues;American (New),FALSE,Boston,Allston/Brighton,2134
3.5,296,FALSE,Anna's Taqueria,Mexican,FALSE,Cambridge,,2140
4,228,TRUE,Pavement Coffeehouse,Coffee & Tea;Sandwiches;Bagels,FALSE,Boston,,2215
3.5,1301,TRUE,Redbones,Barbeque;Bars;Southern,FALSE,Somerville,Davis Square,2144
4,134,TRUE,Genki Ya,Sushi Bars;Japanese;Bars,FALSE,Boston,,2116
3.5,209,FALSE,The Biscuit,Coffee & Tea;Bakeries;Sandwiches,FALSE,Somerville,,2143
4,171,TRUE,Maurizios,Italian,FALSE,Boston,North End,2113
4,53,FALSE,Saigon Hut,Vietnamese,FALSE,East Boston,East Boston,2128
4,74,TRUE,Mei Mei Restaurant,Asian Fusion,FALSE,Boston,,2215
4,147,TRUE,City Landing,American (New),FALSE,Boston,Waterfront,2109
3,164,FALSE,Little Steve's Pizzeria,Pizza,FALSE,Boston,,2215
3.5,122,TRUE,Raising Cane's,Fast Food;Chicken Wings,FALSE,Boston,Allston/Brighton,2215
4,324,TRUE,Scollay Square,Seafood;American (Traditional),FALSE,Boston,Beacon Hill;Downtown,2108
3.5,203,TRUE,The Warren Tavern,Bars;American (Traditional),FALSE,Charlestown,Charlestown,2129
4,30,FALSE,Sweetgreen,Fruits & Veggies;Salad,FALSE,Boston,Waterfront;South Boston,2210
4,149,TRUE,Cafe Barada,Caterers;Middle Eastern;Vegetarian,FALSE,Cambridge,North Cambridge,2140
4,510,TRUE,Yankee Lobster Fish Market,Seafood Markets;Seafood,FALSE,Boston,Waterfront;South Boston,2210
4,80,TRUE,Berkeley Perk Cafe,Sandwiches;Coffee & Tea;Cafes,FALSE,Boston,South End,2116
3.5,368,TRUE,Four Burgers,Burgers,FALSE,Cambridge,Central Square,2139
4,1026,FALSE,Drink,Lounges;American (New),FALSE,Boston,Waterfront;South Boston,2228
4,64,TRUE,Figaro's,Delis,FALSE,Boston,Waterfront;Leather District;South Boston,2111
4,161,TRUE,Danish Pastry House,Bakeries;Desserts;Cafes,FALSE,Medford,,2155
4,65,TRUE,AK's Takeout & Delivery,Pizza;Italian;Sandwiches,FALSE,Boston,South Boston,2127
4,55,FALSE,Uptown Cafe,Italian;Sandwiches;Pizza,FALSE,Boston,Beacon Hill;Downtown,2114
4,98,TRUE,Shan-A-Punjab,Indian;Vegetarian;Vegan,FALSE,Brookline,,2446
4.5,32,TRUE,Patisserie on Newbury,Desserts;Cheese Shops;French,FALSE,Boston,Back Bay,2116
4,55,TRUE,The Just Crust,Pizza;Salad,FALSE,Cambridge,Harvard Square,2138
3.5,256,TRUE,Shanghai Gate,Chinese,FALSE,Allston,Allston/Brighton,2134
3.5,773,TRUE,The Pour House,Bars;American (Traditional);American (New),FALSE,Boston,Back Bay,2115
3.5,372,TRUE,Citizen Public House & Oyster Bar,Gastropubs,FALSE,Boston,Fenway,2215
4,1140,TRUE,The Beehive,Jazz & Blues;American (New);Breakfast & Brunch,FALSE,Boston,South End,2116
4.5,44,FALSE,Po Boy,Sandwiches,FALSE,Newton,,2458
3.5,120,TRUE,Regina Pizzeria,Pizza;Italian,FALSE,Medford,,2155
4,49,TRUE,Victor's Deli,Delis;Italian,FALSE,Somerville,,2144
4,84,TRUE,Ittoku,Japanese;Sushi Bars;Tapas/Small Plates,FALSE,Boston,Allston/Brighton,2135
4.5,29,TRUE,My Cousin's Place,Cafes;Coffee & Tea,FALSE,Boston,North End,2113
4,56,FALSE,Alex's Chimis,Caribbean,FALSE,Jamaica Plain,Jamaica Plain,2130
3.5,81,TRUE,Curry Thai,Thai,FALSE,Cambridge,East Cambridge,2141
3.5,211,TRUE,Spike's Junkyard Dogs,Hot Dogs;Burgers;Sandwiches,FALSE,Allston,Allston/Brighton,2134
4,86,TRUE,Legal Crossing,Seafood,FALSE,Boston,Chinatown,2111
4,179,TRUE,Irashai Sushi and Teriyaki,Japanese;Sushi Bars,FALSE,Boston,Chinatown,2111
4,286,TRUE,TW Food,French;American (New);Breakfast & Brunch,FALSE,Cambridge,,2138
4,420,TRUE,Oishii Boston,Sushi Bars;Japanese,FALSE,Boston,South End,2118
4,205,TRUE,Harry's Bar & Grill,Bars;American (Traditional),FALSE,Brighton,Allston/Brighton,2135
4,186,FALSE,Rod Dee Thai,Thai,FALSE,Brookline,,2446
4,99,TRUE,Five Horses Tavern South End,American (New);Pubs,FALSE,Boston,,2118
3.5,476,TRUE,Miracle of Science Bar + Grill,Bars;Breakfast & Brunch;Burgers,FALSE,Cambridge,,2139
4,490,TRUE,La Famiglia Giorgio's,Italian;Gluten-Free;Pizza,FALSE,Boston,North End,2113
4,349,TRUE,Red Lentil Vegetarian & Vegan Restaurant,Vegan;Vegetarian,FALSE,Watertown,,2472
4,399,TRUE,Hillstone,American (Traditional),FALSE,Boston,,2109
4,62,TRUE,O-Sha,Japanese;Thai,FALSE,Watertown,,2472
4.5,46,TRUE,Ferry Street Food & Drink,American (New);Gastropubs,FALSE,Malden,,2148
4,186,TRUE,The Kirkland Tap & Trotter,American (New),FALSE,Somerville,,2143
3.5,898,FALSE,Gourmet Dumpling House,Chinese;Taiwanese,FALSE,Boston,Chinatown,2111
4,259,TRUE,Olde Magoun's Saloon,Irish;Sports Bars;American (Traditional),FALSE,Somerville,,2145
4,28,TRUE,Audubon Boston,American (Traditional),FALSE,Boston,,2215
3.5,124,TRUE,Estelle's Boston,Southern,FALSE,Boston,South End,2118
4,122,TRUE,Boloco,Mexican,FALSE,Boston,,2116
4,66,FALSE,Misono Grill,Korean,FALSE,Boston,Allston/Brighton,2215
4.5,15,TRUE,Petiscos,Bakeries;Brazilian,FALSE,Somerville,,2145
4,58,TRUE,Clover,Food Stands,FALSE,Boston,Downtown,2111
3.5,375,TRUE,Thelonious Monkfish,Sushi Bars;Japanese;Thai,FALSE,Cambridge,Central Square,2139
4.5,19,TRUE,Barbeque International,Asian Fusion;Barbeque,FALSE,Somerville,,2143
4,121,TRUE,J.J. Foley's Cafe,Pubs;American (Traditional),FALSE,Boston,South End,2118
4,131,FALSE,Al's South Street Cafe,Sandwiches,FALSE,Boston,Waterfront;Leather District;South Boston,2111
4,456,TRUE,Lucky's Lounge,Lounges;American (Traditional),FALSE,Boston,Waterfront;South Boston,2210
4,56,TRUE,University Grill & Pizza,Pizza;American (Traditional);Burgers,FALSE,Boston,,2215
4,73,TRUE,Five Guys Burgers and Fries,Fast Food;Burgers,FALSE,Medford,,2155
4,646,TRUE,Douzo,Sushi Bars;Japanese;Pizza,FALSE,Boston,Back Bay,2116
4,97,FALSE,Seoul Soulongtang,Korean;Soup,FALSE,Boston,Allston/Brighton,2134
4.5,294,FALSE,Oishii Sushi Bar,Sushi Bars;Japanese,FALSE,Chestnut Hill,,2467
3.5,59,TRUE,Mike's Roast Beef,American (Traditional),FALSE,Everett,,2149
4,45,FALSE,The Half-Shell,Pizza,FALSE,Cambridge,Porter Square,2140
4.5,52,TRUE,Pita Thyme,Lebanese;Mediterranean,FALSE,Boston,Financial District,2109
4.5,19,FALSE,Mangia Mangia,Italian;Burgers,FALSE,Boston,North End,2113
4,41,TRUE,Bangkok Bistro,Thai,FALSE,Brighton,,2135
4.5,107,TRUE,Blue Nile Restaurant,Ethiopian,FALSE,Boston,Jamaica Plain,2130
4,59,TRUE,Fugu Truck,Food Trucks;Korean,FALSE,Boston,Back Bay,2116
4.5,29,FALSE,Tapatio Mexican Grill,Mexican;Ethnic Food,FALSE,Somerville,,2145
3.5,171,TRUE,Pho n' Rice,Vietnamese;Thai,FALSE,Somerville,,2143
3.5,200,TRUE,B. Good,American (Traditional),FALSE,Boston,Back Bay,2116
3.5,166,TRUE,Myung Dong 1st Ave,Korean;Bars,FALSE,Allston,Allston/Brighton,2134
3.5,535,TRUE,Christopher's,Bars;American (Traditional),FALSE,Cambridge,Porter Square,2140
4,262,TRUE,Cafe Sushi,Sushi Bars;Japanese,FALSE,Cambridge,Harvard Square,2138
4,182,TRUE,Qing Dao Garden,Chinese;Seafood,FALSE,Cambridge,North Cambridge,2138
4,149,FALSE,Sichuan Gourmet,Chinese,FALSE,Brookline,,2446
3.5,256,FALSE,Hong Kong Eatery,Cantonese,FALSE,Boston,Chinatown,2111
4,207,TRUE,Row 34,American (New);Seafood,FALSE,Boston,Waterfront;South Boston,2210
3.5,181,FALSE,Wang's Fast Food,Chinese,FALSE,Somerville,,2145
3.5,584,TRUE,Charlie's Kitchen,American (Traditional);Dive Bars,FALSE,Cambridge,Harvard Square,2138
3.5,410,TRUE,Mela,Indian,FALSE,Boston,South End,2118
4,138,TRUE,Same Old Place,Pizza,FALSE,Jamaica Plain,Jamaica Plain,2130
4,157,TRUE,Gyu-Kaku Japanese BBQ,Japanese;Barbeque,FALSE,Brookline,,2446
3.5,98,TRUE,Wichit,Sandwiches,FALSE,Boston,Back Bay,2116
4,423,TRUE,Caff̩ Vittoria,Coffee & Tea;Italian,FALSE,Boston,North End,2113
5,24,FALSE,Harry's Cheese and Cold Cuts,Meat Shops;Delis,FALSE,Boston,,2109
3.5,465,FALSE,Le's Restaurant,Vietnamese,FALSE,Cambridge,Harvard Square,2138
4,42,TRUE,Cafe G,American (New),FALSE,Boston,,2115
4,37,FALSE,Trophy Room,American (New);Cocktail Bars,FALSE,Boston,South End,2116
3.5,957,FALSE,Mr. Bartley's Gourmet Burgers,Burgers;Gluten-Free,FALSE,Cambridge,Harvard Square,2138
4,278,FALSE,New Dong Khanh,Vietnamese;Chinese,FALSE,Boston,Chinatown,2111
4,46,FALSE,Anthony's Cafe,Italian;Breakfast & Brunch,FALSE,Boston,North End,2109
4,371,TRUE,My Thai Vegan Cafe,Thai;Vegan,FALSE,Boston,Chinatown,2111
4,95,TRUE,Dosa N' Curry,Indian;Vegetarian,FALSE,Somerville,,2143
4,353,TRUE,Q Restaurant,Chinese;Sushi Bars,FALSE,Boston,Chinatown,2111
4,81,TRUE,Fairsted Kitchen,American (New),FALSE,Brookline,,2445
3.5,103,FALSE,Full Moon,American (Traditional),FALSE,Cambridge,Huron Village,2138
4,169,FALSE,Renee's Cafe,Breakfast & Brunch,FALSE,Somerville,,2144
4,135,TRUE,PJ Ryans,Pubs;American (Traditional),FALSE,Somerville,Teele Square,2144
4,171,TRUE,Teranga,Bars;Senegalese,FALSE,Boston,South End,2118
3.5,101,FALSE,Umai,Japanese,FALSE,Boston,Back Bay,2116
4.5,151,TRUE,Bistro 5,Italian;Modern European,FALSE,Medford,,2155
3.5,213,TRUE,Eat At Jumbo's,Burgers;Pizza;Vegan,FALSE,Somerville,,2144
4.5,77,FALSE,Jake's Falafel Corner,Falafel,FALSE,Newton Centre,,2459
3.5,146,TRUE,Shake Shack,Burgers;Ice Cream & Frozen Yogurt;Hot Dogs,FALSE,Cambridge,Harvard Square,2138
4,188,TRUE,Oasis Brazilian Restaurant,Brazilian,FALSE,Medford,,2155
4,64,TRUE,AatTime,Food Delivery Services;Thai,FALSE,Allston,Allston/Brighton,2134
4.5,98,TRUE,Linda's Donuts,Donuts;Breakfast & Brunch;Coffee & Tea,FALSE,Belmont,,2478
4,318,TRUE,Metropolis,Restaurants,FALSE,Boston,South End,2118
4.5,8,FALSE,Petsi Pies,Cafes;Bakeries,FALSE,Cambridge,East Cambridge,2141
4,227,TRUE,Bamboo Restaurant,Thai;Bars,FALSE,Brighton,,2135
3.5,318,TRUE,South Street Diner,Diners;Coffee & Tea;Breakfast & Brunch,FALSE,Boston,Waterfront;Leather District;South Boston,2111
3.5,365,TRUE,Bloc 11 Cafe,Coffee & Tea;Bakeries;Sandwiches,FALSE,Somerville,,2143
4,84,FALSE,Wai Wai Restaurant,Chinese,FALSE,Boston,Chinatown,2111
4.5,67,TRUE,Pizza Roma,Pizza,FALSE,Watertown,,2472
3.5,341,FALSE,Dumpling Cafe,Taiwanese,FALSE,Boston,Chinatown,2111
3.5,179,TRUE,El Triunfo,Mexican,FALSE,Boston,South End,2118
3.5,136,TRUE,Firebrand Saints,Bars;American (New),FALSE,Cambridge,Kendall Square/MIT;East Cambridge,2142
3.5,331,TRUE,Yard House,American (New);Vegetarian,FALSE,Boston,Fenway,2215
4,20,FALSE,Baco Banh Mi,Vietnamese;Desserts,FALSE,Boston,Allston/Brighton,2134
4,45,TRUE,Aurum Restaurant,American (Traditional),FALSE,Jamaica Plain,Jamaica Plain,2130
4,57,TRUE,Doughboy Donuts & Deli,Donuts;Delis;Pizza,FALSE,Boston,South Boston,2127
4,99,TRUE,Dado Tea,Coffee & Tea;Sandwiches,FALSE,Cambridge,Central Square,2139
3.5,248,TRUE,Franklin Southie,American (New);Lounges,FALSE,Boston,South Boston,2127
3.5,204,TRUE,Anna's Taqueria,Mexican,FALSE,Boston,Beacon Hill,2114
3.5,67,TRUE,Snappy Ramen,Ramen,FALSE,Somerville,Davis Square,2144
4,339,TRUE,Teatro,Italian,FALSE,Boston,,2111
4.5,27,TRUE,The Old Havana Cuban Restaurant,Cuban,FALSE,Jamaica Plain,Jamaica Plain,2130
4.5,9,FALSE,Bon Me,Food Trucks;Vietnamese,FALSE,Bostonn,Back Bay,2116
4,301,TRUE,El Oriental De Cuba,Cuban;Caribbean,FALSE,Jamaica Plain,Jamaica Plain,2130
3.5,143,TRUE,Busy Bee Diner,Diners,FALSE,Brookline,,2445
4,109,FALSE,Pizzeria Dante,Pizza,FALSE,Brookline,Coolidge Corner,2446
4,24,FALSE,Burritos and Tacos To Go,Mexican;Food Stands,FALSE,Boston,Back Bay,2116
