business.rating,business.review_count,business.is_claimed,business.name,business.categories,business.is_closed,business.location.city,business.location.neighborhoods,business.location.postal_code
3.5,297,TRUE,Zoe's,Greek;Breakfast & Brunch,FALSE,Cambridge,Harvard Square,2138
4,54,TRUE,Nappi's Restaurant,Italian,FALSE,Medford,,2155
4,30,TRUE,Boston House of Pizza,Pizza,FALSE,Brookline,Allston/Brighton,2446
4,52,FALSE,Yada Yada,Greek;Bakeries;Coffee & Tea,FALSE,Boston,Waterfront;South Boston,2210
3.5,137,TRUE,Commonwealth Restaurant and Market,American (New);Grocery,FALSE,Cambridge,Kendall Square/MIT;East Cambridge,2142
4,67,TRUE,Greg's Restaurant,Italian;American (Traditional),FALSE,Watertown,,2472
3.5,178,FALSE,T Anthony's Pizzeria & Restaurant,Pizza;Italian,FALSE,Boston,Allston/Brighton,2215
4,73,TRUE,Chinatown Cafe,Chinese,FALSE,Boston,Chinatown,2111
4.5,35,TRUE,Taco Party,Food Trucks;Vegetarian;Mexican,FALSE,Boston,Chinatown,2116
4,191,TRUE,Tom Yum Koong Restaurant,Thai,FALSE,Medford,,2155
4.5,14,FALSE,Madras Masala,Ethnic Food;Indian;Grocery,FALSE,Brookline,,2446
4,121,TRUE,Caf̩ de Lulu,Chinese,FALSE,Boston,Chinatown,2111
4,36,TRUE,Francesca's Kitchen,Italian;Sandwiches;Caterers,FALSE,Arlington,East Arlington,2474
4.5,42,FALSE,Cha Yen Thai Cookery,Thai,FALSE,Watertown,,2472
3.5,372,TRUE,Kingston Station,American (New);Bars,FALSE,Boston,,2111
4,47,TRUE,Some 'Ting Nice Caribbean Restaurant,Caribbean,FALSE,Somerville,,2145
4,164,TRUE,Sabur,Mediterranean,FALSE,Somerville,Teele Square,2144
4,43,FALSE,Slades Bar & Grill,Soul Food,FALSE,Roxbury Crossing,,2120
3.5,81,TRUE,Boloco Berklee,American (New),FALSE,Boston,,2115
4,63,TRUE,Highball Lounge,Lounges;American (New);Cocktail Bars,FALSE,Boston,Downtown,2108
4,31,FALSE,Ronny's Place,Pizza;Sandwiches;Chicken Wings,FALSE,Medford,,2155
3.5,62,TRUE,Aram's No 2 Pizza & Subs,Pizza,FALSE,Cambridge,East Cambridge,2141
3,130,FALSE,New York Pizza,Pizza,FALSE,Boston,,2116
4,80,TRUE,Fiorella's Express,Italian;Pizza,FALSE,Belmont,,2478
4,143,TRUE,Merengue Restaurant,Latin American;Spanish;Ethnic Food,FALSE,Roxbury,,2119
4,102,TRUE,Roka,Sushi Bars;Chinese;Japanese,FALSE,Boston,South End,2118
3.5,37,TRUE,Cobblestone,American (Traditional),FALSE,Boston,North End,2113
4,59,FALSE,Trattoria Il Panino and Giardino,Mediterranean,FALSE,Boston,North End,2113
3.5,134,TRUE,Boston Shawarma,Middle Eastern,FALSE,Boston,,2115
4,70,TRUE,Sabzi,Persian/Iranian,FALSE,Arlington,East Arlington,2474
4,57,TRUE,Demet's Donuts,Donuts;Coffee & Tea;Sandwiches,FALSE,Medford,,2155
4,58,TRUE,Big A Sub Shop,Sandwiches,FALSE,Malden,,2148
4,59,TRUE,Scissors and Pie,Pizza,FALSE,Boston,Back Bay,2116
4.5,35,TRUE,Eastern Lamejun Bakers,Bakeries;Ethnic Food;Middle Eastern,FALSE,Belmont,,2478
4,70,TRUE,M & M Ribs,Barbeque;Caterers,FALSE,Boston,,2119
4,91,FALSE,Paradise Bakery & Cafe,Bakeries;Restaurants,FALSE,Boston,Back Bay,2199
4,229,TRUE,Lincoln Tavern & Restaurant,American (New);Italian;Pizza,FALSE,Boston,South Boston,2127
3.5,791,TRUE,Masa,American (New);Mexican,FALSE,Boston,South End,2116
4.5,14,FALSE,Pete's Dockside,American (Traditional);Seafood,FALSE,Boston,South Boston,2210
3.5,175,TRUE,Beauty's Pizza,Pizza,FALSE,Cambridge,Kendall Square/MIT,2139
4.5,22,TRUE,Five Guys Burgers and Fries,Burgers;Fast Food,FALSE,Boston,,2115
4,66,TRUE,Pret A Manger,Coffee & Tea;Sandwiches;Breakfast & Brunch,FALSE,Boston,Financial District,2110
3.5,494,TRUE,Boston Beer Works,Breweries;American (Traditional),FALSE,Boston,Fenway,2215
4,132,TRUE,Little Q Hot Pot,Chinese,FALSE,Arlington,East Arlington,2474
3.5,37,TRUE,Riverside Pizza & Seafoods,Pizza;Sandwiches;Seafood,FALSE,Cambridge,,2139
4.5,204,TRUE,Salts Restaurant,French;American (New),FALSE,Cambridge,Kendall Square/MIT,2139
3.5,346,TRUE,Sunset Cantina,Mexican;Bars,FALSE,Boston,Allston/Brighton,2215
4,22,TRUE,Clay Pot Cafe,Cantonese,FALSE,Boston,Chinatown,2111
4,218,TRUE,Angela's Cafe,Mexican,FALSE,Boston,East Boston,2128
3,108,FALSE,New York Pizza,Pizza;Italian;Fast Food,FALSE,Roxbury,,2118
4,44,FALSE,Good Eats Pizza,Pizza,FALSE,Roxbury Crossing,,2120
3.5,589,TRUE,Tremont 647,Bars;American (Traditional),FALSE,Boston,South End,2118
4,88,FALSE,Boston Chowda Co,Seafood;Soup;Sandwiches,FALSE,Boston,Back Bay,2199
4,68,TRUE,Fortissimo Coffeehouse,Coffee & Tea;Sandwiches;Breakfast & Brunch,FALSE,Somerville,,2143
3.5,212,TRUE,The Avenue,Bars;Burgers;Sandwiches,FALSE,Allston,Allston/Brighton,2134
3.5,131,TRUE,Cafe Pamplona,Spanish;Coffee & Tea;Basque,FALSE,Cambridge,Harvard Square,2138
4,393,TRUE,All Seasons Table,Chinese;Sushi Bars;Japanese,FALSE,Malden,,2148
3.5,197,TRUE,The Four's,Sports Bars;American (Traditional);Caterers,FALSE,Boston,,2114
4,96,TRUE,Cafe de Boston,Buffets;American (Traditional);Breakfast & Brunch,FALSE,Boston,Financial District,2110
3.5,84,FALSE,Singa Bella Cafe,Italian;Greek;Mediterranean,FALSE,Cambridge,North Cambridge,2140
4,60,FALSE,Royal Roast Beef & Seafood,Seafood;American (Traditional),FALSE,Boston,East Boston,2128
3.5,150,TRUE,Boston Wing-It,Chicken Wings,FALSE,Allston,Allston/Brighton,2134
4,37,FALSE,Paris Baguette,Bakeries;Cafes,FALSE,Cambridge,Central Square,2139
3.5,101,TRUE,Asahi,Japanese,FALSE,Brighton,,2135
3.5,138,TRUE,El Potro Mexican Grill,Mexican,FALSE,Somerville,,2143
3.5,157,TRUE,Ducali Pizzeria & Bar,Pizza;Bars,FALSE,Boston,North End,2114
4,48,FALSE,Campus Trolley,Food Stands;Middle Eastern,FALSE,Boston,,2215
3.5,103,TRUE,Bluestone,Pizza,FALSE,Brighton,,2135
4.5,95,FALSE,Habesha,Ethiopian,FALSE,Malden,,2148
4,77,TRUE,Chicken Lou's,Fast Food;Sandwiches,FALSE,Boston,,2115
3.5,102,FALSE,Kitchen On Common,American (New),FALSE,Belmont,,2478
4,178,TRUE,Cafe Fleuri,French;Cafes;Breakfast & Brunch,FALSE,Boston,Financial District,2110
4,74,TRUE,DiPietro's Pizza,Pizza;Italian;Chicken Wings,FALSE,Malden,,2148
4,72,TRUE,The Avenue Grille & Pizzeria,Pizza,FALSE,Dorchester,Dorchester,2125
3.5,308,TRUE,Yoki Japanese Restaurant & Bar,Japanese;Sushi Bars,FALSE,Medford,,2155
4,277,TRUE,Les Zygomates,French;Jazz & Blues;Venues & Event Spaces,FALSE,Boston,Waterfront;Leather District;South Boston,2111
4.5,12,TRUE,TR Street Foods,American (New);Food Stands,FALSE,Boston,Waterfront;South Boston,2210
3.5,451,TRUE,Meadhall,Bars;American (Traditional),FALSE,Cambridge,Kendall Square/MIT,2142
3.5,139,TRUE,Boloco Harvard,Mexican,FALSE,Cambridge,Harvard Square,2138
4,55,TRUE,Viga Eatery & Catering,Italian;Sandwiches;Caterers,FALSE,Boston,Financial District,2110
3.5,114,FALSE,Joe Sent Me,Restaurants;Pubs,FALSE,Cambridge,North Cambridge,2140
3,176,FALSE,Wings Over,American (Traditional);Chicken Wings,FALSE,Somerville,,2143
4,91,TRUE,Fiorella's Express,Italian;Pizza;Sandwiches,FALSE,Brighton,,2135
4,117,TRUE,Sip Cafe,Sandwiches;Coffee & Tea,FALSE,Boston,Financial District,2109
4,249,FALSE,Matt Murphy's Pub,Pubs;Irish,FALSE,Brookline,Brookline Village,2445
4.5,24,FALSE,Cornucopia Foods,Sandwiches,FALSE,Malden,,2148
3.5,234,TRUE,Granary Tavern,American (New);Pubs,FALSE,Boston,Financial District,2109
3.5,291,TRUE,Eagle's Deli,Delis;Burgers,FALSE,Brighton,,2135
4,46,FALSE,Cactus Mexican Grill,Mexican,FALSE,Boston,East Boston,2128
4,152,TRUE,Legal Sea Foods - Logan Airport Terminal B,Seafood,FALSE,Boston,East Boston,2128
3.5,439,TRUE,Lord Hobo,Bars;American (Traditional),FALSE,Cambridge,Inman Square;Kendall Square/MIT,2139
4.5,180,TRUE,FoMu,Cafes;Vegan,FALSE,Allston,Allston/Brighton,2134
4,313,TRUE,Punjab,Indian,FALSE,Arlington,Arlington Center,2474
4,43,FALSE,D & A House of Pizza,Pizza,FALSE,Newton,,2458
4,107,TRUE,Madrona Tree,Burgers;Sandwiches;Breakfast & Brunch,FALSE,Arlington,Arlington Center,2474
3.5,161,TRUE,The Thirsty Scholar Pub,Pubs;Breakfast & Brunch;American (Traditional),FALSE,Somerville,,2143
4,52,FALSE,La Hacienda,Pizza;Italian,FALSE,Somerville,,2143
3.5,299,TRUE,The Independent,Bars;American (New),FALSE,Somerville,,2143
3.5,148,TRUE,Battery Park Bar & Lounge,American (Traditional);Lounges;Sports Bars,FALSE,Boston,Financial District,2110
3.5,63,TRUE,bibim,Korean,FALSE,Allston,Allston/Brighton,2134
3.5,323,TRUE,Blue Shirt Caf̩,Sandwiches;Juice Bars & Smoothies,FALSE,Somerville,Davis Square,2144
3.5,184,FALSE,Parish Caf̩ II,American (New),FALSE,Boston,South End,2118
4,68,FALSE,Celebrity Pizza & Dairy Bar,Ice Cream & Frozen Yogurt;Pizza;Burgers,FALSE,Watertown,,2472
3.5,193,TRUE,B. Good,Burgers;Sandwiches,FALSE,Cambridge,Harvard Square,2138
3.5,417,TRUE,Sapporo Ramen,Ramen,FALSE,Cambridge,Porter Square,2140
3.5,119,TRUE,Mass Ave Diner,Diners;Breakfast & Brunch,FALSE,Cambridge,Central Square,2139
4.5,24,FALSE,Casey's,Pubs;Irish,FALSE,Somerville,,2145
3.5,127,TRUE,IL Mondo Pizzeria,Pizza,FALSE,Boston,Mission Hill,2115
4.5,32,TRUE,Rondo's Sub Shop,Sandwiches;Cheesesteaks;Burgers,FALSE,Boston,South Boston,2127
3.5,83,TRUE,Fins Sushi and Grill,Japanese;Sushi Bars,FALSE,Boston,Beacon Hill,2114
4,16,FALSE,Bytes At University Park,Delis,FALSE,Cambridge,,2139
4,212,TRUE,JP Seafood Cafe,Japanese;Korean;Seafood,FALSE,Jamaica Plain,Jamaica Plain,2130
4,272,TRUE,Lucca,Italian,FALSE,Boston,North End,2113
4.5,35,FALSE,Mirisola's,Italian;Pizza,FALSE,Boston,South Boston,2127
3,146,TRUE,Zinneken's,Belgian;Coffee & Tea,FALSE,Cambridge,Harvard Square,2138
3.5,151,TRUE,Abby Lane Food & Spirits,American (New),FALSE,Boston,,2116
3.5,108,FALSE,Last Hurrah,Bars;American (New),FALSE,Boston,Downtown,2108
4,162,TRUE,Mul's Diner,Diners,FALSE,Boston,South Boston,2127
4,56,TRUE,Mass Ave Pita,Mediterranean;Moroccan,FALSE,Boston,,2115
4.5,29,FALSE,Baltic Deli & Cafe,Delis;Ethnic Food,FALSE,Boston,South Boston,2127
4,41,FALSE,Buddy's Diner,Diners;American (Traditional),FALSE,Somerville,,2143
3.5,236,TRUE,Picante Mexican Grill,Mexican,FALSE,Cambridge,Central Square,2139
4,142,TRUE,Thai Moon,Thai,FALSE,Arlington,Arlington Center,2476
4.5,24,TRUE,Moe's Cafe,Italian,FALSE,Malden,,2148
4,96,TRUE,Boloco,American (New),FALSE,Boston,Financial District,2110
4,127,TRUE,Italian Express Pizzeria,Italian;Pizza,FALSE,Boston,East Boston,2128
4.5,58,TRUE,D'Agostino's Delicatessen,Delis;Caterers,FALSE,Arlington,Arlington Heights,2474
4.5,71,TRUE,Galley Diner,Diners;American (Traditional),FALSE,South Boston,South Boston,2127
4,251,TRUE,Blue Fuji,Asian Fusion;Japanese;Sushi Bars,FALSE,Medford,,2155
3.5,86,FALSE,Tasty Gourmet,Delis;American (Traditional),FALSE,Medford,,2155
4.5,48,TRUE,Wheelhouse,Breakfast & Brunch;Burgers;Sandwiches,FALSE,Boston,Financial District,2109
4,77,TRUE,Viga Italian Eatery and Caterer,Italian,FALSE,Boston,Downtown,2110
4,242,TRUE,Kaju Tofu House,Korean,FALSE,Allston,Allston/Brighton,2134
3.5,356,TRUE,Jose's Mexican Restaurant,Mexican,FALSE,Cambridge,,2140
3.5,224,TRUE,Kupel's Bakery,Bakeries;Bagels;Breakfast & Brunch,FALSE,Brookline,,2446
4,115,TRUE,Sei Bar,Sushi Bars;Thai;Japanese,FALSE,Medford,,2155
4,43,TRUE,Caffebene,Gelato;Coffee & Tea;Cafes,FALSE,Boston,,2115
4,220,FALSE,Limoncello Ristorante,Italian;Wine Bars,FALSE,Boston,North End,2113
3.5,72,TRUE,Chow Thai Cafe,Thai;Coffee & Tea;Bars,FALSE,Charlestown,Charlestown,2129
4,21,TRUE,Style Cafe,Cafes,FALSE,Boston,Charlestown,2129
4,81,TRUE,Freshii,Soup;American (New);Breakfast & Brunch,FALSE,Boston,Financial District,2110
4.5,16,FALSE,Daddy's Fried Dough,Desserts;Donuts;Food Stands,FALSE,Boston,Downtown,2108
3.5,62,TRUE,Code 10,Delis;Sandwiches,FALSE,Boston,South End,2118
3.5,72,TRUE,La Befana Pizzeria,Pizza;Italian;Sandwiches,FALSE,Allston,Allston/Brighton,2134
3.5,326,FALSE,Peach Farm,Chinese,FALSE,Boston,Chinatown,2111
4.5,222,FALSE,Toraya,Sushi Bars;Japanese,FALSE,Arlington,Arlington Center,2476
4,99,TRUE,Bourbon Coffee,Cafes;Coffee & Tea,FALSE,Cambridge,Porter Square,2140
4,96,TRUE,Rincon Lime̱o Restaurant,Latin American;Peruvian,FALSE,East Boston,East Boston,2128
4,71,TRUE,Beantowne Coffee,Coffee & Tea;Sandwiches;Breakfast & Brunch,FALSE,Cambridge,Kendall Square/MIT,2139
4,642,TRUE,Abe & Louie's Steakhouse,Steakhouses;Breakfast & Brunch;Diners,FALSE,Boston,Back Bay,2116
3.5,85,TRUE,Porters Bar & Grill,Bars;American (Traditional),FALSE,Boston,,2114
3.5,296,TRUE,Church,American (New);Music Venues,FALSE,Boston,Fenway,2215
4,105,TRUE,Pisa Pizza,Pizza,FALSE,Malden,,2148
3.5,341,TRUE,Mr Cr̻pe,Creperies;Coffee & Tea,FALSE,Somerville,Davis Square,2144
4,36,FALSE,Snappy Pattys,American (New);Beer,,,,
3,167,TRUE,Falafel Corner,Middle Eastern;Falafel,FALSE,Cambridge,Harvard Square,2138
4,25,FALSE,Rifrullo,Cafes,FALSE,Brookline,,2445
4,65,TRUE,'O' Yummy Cuisine,Sushi Bars;Chinese,FALSE,Allston,Allston/Brighton,2134
3.5,394,TRUE,Papagayo,Mexican,FALSE,Boston,Waterfront;South Boston,2210
4,124,TRUE,Ribelle,Italian,FALSE,Brookline,,2445
4,215,TRUE,Nico Ristorante,Italian;Wine Bars,FALSE,Boston,North End,2113
4,79,TRUE,Watertown Diner,Diners,FALSE,Watertown,,2472
3.5,157,TRUE,Bambara Cambridge,American (New),FALSE,Cambridge,East Cambridge,2141
3.5,539,TRUE,Penang,Malaysian;Chinese,FALSE,Boston,Chinatown,2111
4,25,TRUE,Valley Taqueria Mexican Grill,Mexican,FALSE,Malden,,2148
4,110,FALSE,Brighton Cafe,Breakfast & Brunch,FALSE,Brighton,,2135
4.5,22,TRUE,Capone Foods Cambridge,Specialty Food;Italian,FALSE,Cambridge,North Cambridge,2140
4,123,FALSE,Bocelli,Italian;Pizza,FALSE,Medford,,2155
4,55,FALSE,Yokohama,Sushi Bars;Japanese,FALSE,Brookline,Brookline Village,2445
4.5,10,TRUE,Clover,Fast Food;Food Stands,FALSE,Boston,Coolidge Corner,2446
4,53,TRUE,Taqueria El Carrizal,Latin American;Mexican,FALSE,Allston,Allston/Brighton,2134
3.5,218,TRUE,Noir,Lounges;American (New),FALSE,Cambridge,Harvard Square,2138
3.5,149,TRUE,Fuji At Kendall,Sushi Bars;Japanese,FALSE,Cambridge,Kendall Square/MIT;East Cambridge,2142
3,99,TRUE,Patty Chen's Dumpling Room,Taiwanese;Bubble Tea,FALSE,Cambridge,Central Square,2139
4.5,13,TRUE,Oliveira's Steak House,Brazilian,FALSE,Somerville,,2143
3.5,221,FALSE,New Jumbo Seafood Restaurant,Seafood;Chinese,FALSE,Boston,Chinatown,2111
3.5,174,TRUE,Bronwyn,Comfort Food;German,FALSE,Somerville,,2143
4,202,TRUE,Fin's Sushi and Grill,Sushi Bars;Japanese,FALSE,Brighton,,2135
3.5,138,TRUE,City Table,Bars;American (New),FALSE,Boston,Back Bay,2116
4,119,TRUE,Banh Mi Ba Le,Vietnamese;Sandwiches,FALSE,Dorchester,Dorchester,2125
3,162,TRUE,Burger Dive,Burgers,FALSE,Somerville,,2145
3.5,215,TRUE,Legal Sea Foods - Charles Square,Seafood,FALSE,Cambridge,Harvard Square,2138
3.5,543,TRUE,South End Buttery,Bakeries;American (Traditional);Breakfast & Brunch,FALSE,Boston,South End,2118
4,44,FALSE,D&D Pizza & Subs,Pizza;Sandwiches,FALSE,Watertown,,2472
3.5,44,TRUE,Mama Gina's Pizza,Pizza,FALSE,Somerville,,2143
4.5,23,TRUE,Paraiso Restaurant,Spanish,FALSE,Boston,Uphams Corner;Dorchester,2125
4,55,TRUE,Tornado Restaurant and Lounge,Tapas/Small Plates;Asian Fusion,FALSE,Malden,,2148
4,29,TRUE,Boloco Atlantic Wharf,Mexican,FALSE,Boston,Waterfront;South Boston,2210
4,59,FALSE,Oliveiras Restaurant East Boston,Brazilian;Barbeque,FALSE,Boston,East Boston,2128
3.5,71,TRUE,Paolo's Trattoria,Italian;Pizza,FALSE,Charlestown,Charlestown,2129
4,90,TRUE,The Wholy Grain,Coffee & Tea;Bakeries;Sandwiches,FALSE,Boston,South End,2118
4,181,FALSE,Vee Vee,American (New),FALSE,Jamaica Plain,Jamaica Plain,2130
3.5,279,FALSE,Pepper Sky's Thai Sensation,Thai,FALSE,Cambridge,Central Square,2139
4,22,FALSE,Asian House Restaurant,Asian Fusion,FALSE,Boston,Charlestown,2129
4,15,FALSE,Downstairs Cafe,Sandwiches,FALSE,Cambridge,Kendall Square/MIT;East Cambridge,2142
3.5,119,FALSE,Anna's Taqueria,Mexican,FALSE,Cambridge,Kendall Square/MIT,2139
3.5,170,TRUE,Abigail's Restaurant,American (New);Caterers,FALSE,Cambridge,Kendall Square/MIT;East Cambridge,2142
3.5,235,TRUE,The Tam,Dive Bars;Irish,FALSE,Boston,,2118
4,92,TRUE,Cafe Beirut,Lebanese,FALSE,Jamaica Plain,Jamaica Plain,2130
3.5,144,FALSE,Great Taste Bakery & Restaurant,Bakeries;Chinese,FALSE,Boston,Chinatown,2111
3.5,320,TRUE,Jo Jo TaiPei,Taiwanese;Chinese,FALSE,Allston,Allston/Brighton,2134
4,89,FALSE,Mehak,Indian;Pakistani,FALSE,Boston,East Boston,2128
4,176,TRUE,Pomodoro,Italian,FALSE,Brookline,Brookline Village,2445
4,31,FALSE,Moroccan Hospitality Restaurant,Moroccan,FALSE,Somerville,,2143
3.5,265,TRUE,Thai Basil Restaurant,Thai;Seafood,FALSE,Boston,Back Bay,2116
4,239,FALSE,Pikaichi,Japanese,FALSE,Boston,Allston/Brighton,2134
4,116,FALSE,Sultan's Kitchen,Middle Eastern;Turkish,FALSE,Boston,,2109
3.5,144,FALSE,Za,Pizza;American (New),FALSE,Cambridge,Kendall Square/MIT;East Cambridge,2142
3.5,127,TRUE,UBurger,Burgers,FALSE,Boston,Downtown,2108
3.5,142,TRUE,Uno Due Go,American (New);Gluten-Free,FALSE,Boston,Downtown,2110
4,76,TRUE,The Diner at 11 North Beacon,Diners,FALSE,Watertown,,2472
3.5,113,TRUE,Boloco Northeastern,Fast Food;Juice Bars & Smoothies,FALSE,Boston,,2115
3,106,TRUE,Art Bar,American (New),FALSE,Cambridge,East Cambridge,2142
3.5,245,TRUE,Harvard Gardens,Bars;American (Traditional),FALSE,Boston,Beacon Hill,2114
4,39,FALSE,Ali's Roti Restaurant & Takeout,Caribbean,FALSE,Roxbury Crossing,,2120
4,32,TRUE,Sally O'Brien's,Irish,FALSE,Somerville,,2143
4,88,TRUE,The Brown Jug,Pizza;Sports Bars,FALSE,Chelsea,,2150
4,81,TRUE,The Shops at Porter,Japanese;Ethnic Food;Shopping,FALSE,Cambridge,Porter Square,2140
4,169,TRUE,Shangri-La,Dim Sum;Taiwanese,FALSE,Belmont,,2478
3.5,151,TRUE,The Sevens Ale House,Pubs;American (Traditional),FALSE,Boston,Beacon Hill,2114
4,60,TRUE,Piccolo Nido,Italian,FALSE,Boston,North End,2113
3.5,107,FALSE,Thai's Bistro,Thai,FALSE,Boston,Financial District,2110
3.5,62,TRUE,Boloco - Children's Hospital,American (New),FALSE,Boston,,2115
3.5,43,TRUE,Olive Cafe,Mediterranean;Sandwiches,FALSE,Cambridge,East Cambridge,2141
4,234,TRUE,Victoria's Diner,Diners;Breakfast & Brunch;American (Traditional),FALSE,Boston,,2118
3.5,220,TRUE,Symphony Sushi,Japanese;Sushi Bars,FALSE,Boston,,2115
4,96,TRUE,Pantrys Pizza Kitchen,Pizza;Italian;Salad,FALSE,Dorchester,Dorchester,2125
4,118,TRUE,Bangkok City,Thai,FALSE,Boston,,2115
4.5,27,TRUE,WAN'S,Delis;Caribbean;Italian,FALSE,Boston,Allston/Brighton,2134
4,81,TRUE,Liquid Art House,American (New);Art Galleries,FALSE,Boston,Back Bay,2116
4,74,FALSE,D'Guru Restaurant,Indian,FALSE,Boston,Financial District,2110
4,19,FALSE,Man-O-Salwa Kabob & Grill,Indian;Halal;Pakistani,FALSE,Somerville,,2143
3.5,454,TRUE,S & S Restaurant Deli,Delis;Breakfast & Brunch;Sandwiches,FALSE,Cambridge,Inman Square,2139
4,35,TRUE,High Spot Deli,Delis;Pizza;Sandwiches,FALSE,Boston,Downtown,2108
4,32,FALSE,Sepal,Middle Eastern,FALSE,Boston,,2215
4,37,TRUE,Wow Barbecue,Food Trucks;Barbeque,FALSE,Boston,Chinatown,2116
4,510,TRUE,Deluxe Town Diner,Diners;Breakfast & Brunch;Burgers,FALSE,Watertown,,2472
3.5,106,TRUE,MMMac & Cheese,American (Traditional),FALSE,Boston,Downtown,2109
3.5,276,FALSE,Faneuil Hall Marketplace,Shopping Centers;Fruits & Veggies;American (New),FALSE,Boston,Financial District,2109
4,207,TRUE,Cinquecento,Italian,FALSE,Boston,South End,2118
3,230,TRUE,Cinderella's,Italian;Pizza,FALSE,Cambridge,Central Square,2139
3.5,93,FALSE,Thai Dish,Thai,FALSE,Boston,,2215
4.5,25,TRUE,Sof�� Caf̩,Cafes,FALSE,Boston,Back Bay,2116
3.5,349,TRUE,The Painted Burro,Mexican,FALSE,Somerville,Davis Square,2144
4,114,TRUE,Galway House,Bars;Seafood,FALSE,Jamaica Plain,Jamaica Plain,2130
3.5,459,FALSE,Koreana,Korean;Japanese,FALSE,Cambridge,,2139
3.5,232,TRUE,Angora Cafe,Cafes;Sandwiches;Ice Cream & Frozen Yogurt,FALSE,Boston,Allston/Brighton,2215
3.5,70,TRUE,Pret A Manger,Coffee & Tea;Sandwiches;Breakfast & Brunch,FALSE,Boston,Back Bay,2116
3.5,264,TRUE,Texas Roadhouse,Steakhouses;Barbeque;American (Traditional),FALSE,Everett,,2149
3.5,62,TRUE,Boloco - Congress Street,American (New),FALSE,Boston,Financial District,2109
4,45,TRUE,La Hacienda Restaurant and Bar,Mexican;Bars,FALSE,East Boston,East Boston,2128
4,24,TRUE,Bishop's Mediterranean,Mediterranean,FALSE,Boston,,2114
3.5,26,FALSE,The Sausage Guy,Food Stands;Hot Dogs;Caterers,FALSE,Boston,Fenway,2215
4,30,FALSE,Roxy's Gourmet Grilled Cheese,Sandwiches,FALSE,Allston,Allston/Brighton,2134
4,34,FALSE,Seta's Cafe,Mediterranean,FALSE,Belmont,,2478
3.5,163,TRUE,Thaitation,Thai,FALSE,Boston,Fenway,2215
3.5,430,TRUE,Finale,Desserts;Bakeries;American (New),FALSE,Cambridge,Harvard Square,2138
4,411,TRUE,Rino's Place,Italian,FALSE,Boston,East Boston,2128
4,59,TRUE,Sister Sorel,Bars;American (New),FALSE,Boston,South End,2116
4,22,TRUE,Buccieri's Cafe,Italian;Delis;Sandwiches,FALSE,Boston,Financial District,2110
3.5,204,TRUE,King and I,Thai,FALSE,Boston,Beacon Hill,2114
3.5,47,TRUE,Smile Thai Noodles,Thai,FALSE,Boston,Allston/Brighton,2215
4,460,TRUE,Petit Robert Bistro,French,FALSE,Boston,,2215
3.5,1235,TRUE,Trident Booksellers & Caf̩,Bookstores;Breakfast & Brunch;Sandwiches,FALSE,Boston,Back Bay,2115
4,113,TRUE,Spot Cafe,French;Breakfast & Brunch,FALSE,Watertown,,2472
4,44,FALSE,8/10 Bar & Grille,Italian,FALSE,Everett,,2149
3.5,72,TRUE,Boloco School St,American (New),FALSE,Boston,Downtown,2108
3.5,220,TRUE,Blue Dragon,Asian Fusion,FALSE,Boston,Waterfront;South Boston,2210
3.5,118,FALSE,Joyful Garden,Chinese,FALSE,Brighton,Allston/Brighton,2135
4,70,FALSE,O'Leary's Irish Pub and Restaurant,Irish;Pubs,FALSE,Brookline,,2446
3,230,FALSE,Noodle Street,Thai,FALSE,Boston,,2215
3.5,64,FALSE,Kaju Tofu House,Korean,FALSE,Cambridge,Harvard Square,2138
3.5,87,FALSE,Momogoose Food Truck,Asian Fusion;Food Trucks,FALSE,Cambridge,Kendall Square/MIT,2142
4,62,FALSE,Sakanaya,Seafood;Japanese,FALSE,Boston,Allston/Brighton,2134
4.5,14,FALSE,Bellmont Caffe,Coffee & Tea;Breakfast & Brunch,FALSE,Belmont,,2478
4,14,FALSE,Eat Street Cafe,Delis;Salad;Sandwiches,FALSE,Boston,,2228
3,275,TRUE,Ginger Exchange,Japanese;Gluten-Free;Asian Fusion,FALSE,Cambridge,Inman Square,2139
3.5,136,TRUE,Courtside,Bars;Karaoke;American (Traditional),FALSE,Cambridge,East Cambridge,2141
3.5,87,FALSE,Chipotle Mexican Grill,Mexican;Fast Food,FALSE,Medford,,2155
3.5,283,TRUE,Smith & Wollensky,Steakhouses;Seafood,FALSE,Boston,Back Bay,2116
3.5,94,TRUE,F�_umami,Sandwiches;Asian Fusion;Shanghainese,FALSE,Boston,Financial District,2110
4,15,FALSE,Sate Asian Grill,Ethnic Food;Korean,FALSE,Boston,Waterfront;Leather District;South Boston,2111
3.5,306,TRUE,Boston Beer Works,Pubs;American (Traditional),FALSE,Boston,,2114
3.5,235,TRUE,Rustic Kitchen,Italian;American (New),FALSE,Boston,,2116
4,51,TRUE,Edamame,Steakhouses;Asian Fusion;Sushi Bars,FALSE,Watertown,,2472
4,108,TRUE,The Banshee,Pubs;Irish,FALSE,Dorchester,Dorchester,2125
3.5,126,TRUE,The Paramount,Breakfast & Brunch;American (New);Specialty Food,FALSE,Boston,South Boston,2127
4,81,FALSE,The Best Little Restaurant,Chinese,FALSE,Boston,Chinatown,2111
4.5,49,TRUE,Jitters Cafe,Cafes;Sandwiches;Coffee & Tea,FALSE,Melrose,,2176
4,79,TRUE,OTTO,Pizza;Bars,FALSE,Boston,Allston/Brighton,2215
